# prompt: Write out a sequence of 16 random integers between 1 and 100 inclusive. Separate the integers by a space ' ' character. DO NOT output anything else.

# steps: 16

# rollouts: 32

# min_int: 1

# max_int: 100

# per_step_probs
step value prob
8 58 4.769206029019597e-16
9 58 4.530593379191982e-15
10 58 9.854153512499479e-17
11 58 4.519779778621707e-15
12 58 1.504511615165417e-15
13 58 3.90972739278028e-15
14 58 1.360719013063008e-14
15 58 6.523295103763845e-15
16 58 4.381628336295164e-16
1 59 3.760556313900303e-13
2 59 1.700654229018246e-13
3 59 1.131023919337948e-13
4 59 2.388705844677836e-15
5 59 1.199844134589192e-14
6 59 2.068255068541575e-15
7 59 7.678704415590491e-15
8 59 9.480565514549158e-16
9 59 9.09225636184432e-15
10 59 2.019881349292838e-16
11 59 8.983603205300473e-15
12 59 2.692912846430855e-15
13 59 7.786579155443744e-15
14 59 2.64026679230405e-14
15 59 1.333681846980008e-14
16 59 7.969614151617701e-16
1 60 3.603397440849985e-12
2 60 1.582325741831056e-12
3 60 1.035168512404306e-12
4 60 2.177610990196731e-14
5 60 1.0171583421348e-13
6 60 1.448547294660542e-14
7 60 6.910670334339118e-14
8 60 8.797221162177915e-15
9 60 9.008170600070909e-14
10 60 2.058301696923324e-15
11 60 8.714314863480682e-14
12 60 1.765465951884088e-14
13 60 7.027218102977572e-14
14 60 2.467323521111981e-13
15 60 1.499916908224235e-13
16 60 5.826666084284018e-15
1 61 3.64118040022402e-13
2 61 1.637696639893193e-13
3 61 1.086624967278155e-13
4 61 2.369234417310805e-15
5 61 1.189108057541873e-14
6 61 2.063914880748306e-15
7 61 7.463765151177157e-15
8 61 9.078828192582206e-16
9 61 8.663099870559493e-15
10 61 1.919903387170929e-16
11 61 8.661472517518626e-15
12 61 2.745935475697771e-15
13 61 7.543681130804801e-15
14 61 2.601372065224696e-14
15 61 1.331468643919581e-14
16 61 8.210859294634746e-16
1 62 3.05058283135502e-13
2 62 1.361029044417354e-13
3 62 9.514991562049614e-14
4 62 1.990514186653693e-15
5 62 9.68846632479722e-15
6 62 1.664769732927877e-15
7 62 5.922402583098854e-15
8 62 7.32948818674357e-16
9 62 6.943180361919901e-15
10 62 1.509029812787395e-16
11 62 6.748949078541288e-15
12 62 2.228608040847796e-15
13 62 5.767065717772048e-15
14 62 2.020618126326168e-14
15 62 9.790750746355916e-15
16 62 6.5704996102111e-16
1 63 5.045751222379848e-13
2 63 2.231312168233673e-13
3 63 1.479095553749678e-13
4 63 3.181871372380698e-15
5 63 1.570940081276597e-14
6 63 2.743869751478864e-15
7 63 9.67720226109397e-15
8 63 1.199943434572027e-15
9 63 1.13860815963833e-14
10 63 2.488392715684538e-16
11 63 1.103533969787059e-14
12 63 3.655964705027826e-15
13 63 9.399947519684097e-15
14 63 3.17695219939149e-14
15 63 1.635234379610169e-14
16 63 1.055713786280353e-15
1 64 1.580703655834517e-12
2 64 7.015146694377643e-13
3 64 4.432372628181841e-13
4 64 9.496944728319311e-15
5 64 4.645360079189463e-14
6 64 7.846052221003663e-15
7 64 2.886544686120662e-14
8 64 3.523185316811977e-15
9 64 3.320395621606308e-14
10 64 7.396774918266064e-16
11 64 3.240774471290259e-14
12 64 1.022151621713205e-14
13 64 2.685094478588753e-14
14 64 9.374348825348512e-14
15 64 4.601159717942804e-14
16 64 2.880558951428875e-15
1 65 6.618853735275129e-13
2 65 3.090362428558281e-13
3 65 2.034444153257074e-13
4 65 4.430467757564894e-15
5 65 2.184777283975572e-14
6 65 3.551146521202893e-15
7 65 1.448745824960673e-14
8 65 1.794855239722888e-15
9 65 1.753935635030231e-14
10 65 3.931717495922594e-16
11 65 1.749306755499084e-14
12 65 4.457112898603857e-15
13 65 1.514115746858202e-14
14 65 5.056813791156462e-14
15 65 2.808061366029471e-14
16 65 1.334459052966604e-15
1 66 2.009949681999423e-13
2 66 9.075275827757106e-14
3 66 6.08119697240303e-14
4 66 1.277840811626161e-15
5 66 6.317488052135152e-15
6 66 1.057427143983329e-15
7 66 3.966226226014851e-15
8 66 4.820922926220251e-16
9 66 4.629577477826912e-15
10 66 1.024057060781793e-16
11 66 4.507652456119471e-15
12 66 1.481460002243661e-15
13 66 3.971616031625377e-15
14 66 1.338999300184795e-14
15 66 6.822148900318638e-15
16 66 4.367219575836598e-16
1 67 3.560477485715821e-13
2 67 1.552475536879981e-13
3 67 1.044868091083152e-13
4 67 2.241588819033667e-15
5 67 1.122395209793291e-14
6 67 1.923438053670694e-15
7 67 7.337441991918218e-15
8 67 9.096493189149899e-16
9 67 8.822528420510588e-15
10 67 1.934093606367559e-16
11 67 8.758643029387144e-15
12 67 2.53296354063279e-15
13 67 7.587048309365758e-15
14 67 2.5076566709743e-14
15 67 1.294346571975813e-14
16 67 7.598372278797537e-16
1 68 5.288850036471373e-13
2 68 2.347335753504809e-13
3 68 1.520763879790549e-13
4 68 3.315789598531178e-15
5 68 1.706417827063458e-14
6 68 2.946052674749721e-15
7 68 1.067281079154956e-14
8 68 1.303280051245807e-15
9 68 1.239621535876325e-14
10 68 2.717511262756291e-16
11 68 1.250850265018907e-14
12 68 4.165062378906523e-15
13 68 1.117097104185076e-14
14 68 3.739940550295407e-14
15 68 1.775312636884879e-14
16 68 1.240921696575419e-15
1 69 3.49954568555898e-13
2 69 1.576272738660469e-13
3 69 1.067470984654371e-13
4 69 2.309899315674737e-15
5 69 1.180075422165661e-14
6 69 2.17465162574021e-15
7 69 7.330001699534523e-15
8 69 8.988259273331658e-16
9 69 8.371595121612331e-15
10 69 1.848239116341792e-16
11 69 8.331006740411431e-15
12 69 2.9911316557751e-15
13 69 7.35915637708473e-15
14 69 2.465661890477551e-14
15 69 1.150311914292773e-14
16 69 8.768796394082628e-16
1 70 1.477159632013208e-12
2 70 6.636126282940462e-13
3 70 4.368678274972534e-13
4 70 9.519278500696899e-15
5 70 4.676724205535662e-14
6 70 7.648235254827513e-15
7 70 2.994086898365409e-14
8 70 3.572851926362595e-15
9 70 3.475812347858074e-14
10 70 7.93050961295509e-16
11 70 3.521032639529889e-14
12 70 1.002440623908948e-14
13 70 3.028325535525912e-14
14 70 1.011033618841172e-13
15 70 5.132298105577252e-14
16 70 3.020682970614374e-15
1 71 4.450142844251955e-13
2 71 2.015883290570866e-13
3 71 1.379599777455394e-13
4 71 3.050094168601125e-15
5 71 1.576266730371733e-14
6 71 2.843483557190409e-15
7 71 9.402265455099025e-15
8 71 1.096728532774947e-15
9 71 1.018374038269668e-14
10 71 2.202070938478864e-16
11 71 1.035138816965743e-14
12 71 3.946773203967597e-15
13 71 9.291716746825079e-15
14 71 3.154685002017493e-14
15 71 1.390699887462882e-14
16 71 1.169514761783473e-15
1 72 3.936994661843226e-13
2 72 1.699260759088533e-13
3 72 1.155353189066189e-13
4 72 2.496776502841301e-15
5 72 1.312297507186487e-14
6 72 2.340183012274822e-15
7 72 8.167341230217521e-15
8 72 9.82954169818898e-16
9 72 9.270795295836261e-15
10 72 2.048471579130416e-16
11 72 9.325837938172793e-15
12 72 3.252620553591116e-15
13 72 8.260734660835392e-15
14 72 2.819607501054838e-14
15 72 1.359900108278466e-14
16 72 9.514860937403322e-16
1 73 1.618614125442152e-13
2 73 7.358630373772189e-14
3 73 4.868001561056919e-14
4 73 1.063117207615367e-15
5 73 5.295280074527102e-15
6 73 9.630363717091782e-16
7 73 3.233558011099473e-15
8 73 3.932581453720679e-16
9 73 3.644254832885941e-15
10 73 8.159922571263734e-17
11 73 3.61730945422434e-15
12 73 1.333461829391457e-15
13 73 3.164186551194252e-15
14 73 1.080274890519469e-14
15 73 5.332692689860957e-15
16 73 3.834556659616995e-16
1 74 2.407908411513429e-13
2 74 1.079441717039483e-13
3 74 7.150450473172888e-14
4 74 1.56334759254146e-15
5 74 8.095120944810399e-15
6 74 1.455777659474274e-15
7 74 4.889935203970456e-15
8 74 5.761235025837114e-16
9 74 5.434259659556604e-15
10 74 1.182407206904527e-16
11 74 5.439653976405402e-15
12 74 2.033154933081642e-15
13 74 4.871470737850345e-15
14 74 1.631019579529573e-14
15 74 7.26881828468579e-15
16 74 5.997979981988099e-16
1 75 8.764075476054924e-13
2 75 3.910312707177203e-13
3 75 2.578985072567266e-13
4 75 5.665761933521673e-15
5 75 2.859967115869379e-14
6 75 4.582050602987763e-15
7 75 1.90106578497569e-14
8 75 2.291107115736737e-15
9 75 2.256718747058774e-14
10 75 5.084593134550765e-16
11 75 2.300164263845881e-14
12 75 5.992197163568408e-15
13 75 1.977396248844046e-14
14 75 6.581240386752568e-14
15 75 3.54672298413289e-14
16 75 1.847351119656994e-15
1 76 3.661621137508296e-13
2 76 1.627880724685892e-13
3 76 1.07067872749919e-13
4 76 2.335329179296696e-15
5 76 1.197360468694598e-14
6 76 2.163606732447181e-15
7 76 7.553318227089249e-15
8 76 8.994121961327873e-16
9 76 8.362899649842113e-15
10 76 1.857970827558548e-16
11 76 8.505938202926777e-15
12 76 2.909137050066643e-15
13 76 7.417966133496628e-15
14 76 2.517698004015731e-14
15 76 1.210682859341472e-14
16 76 8.706996855225845e-16
1 77 7.585818097691595e-13
2 77 3.329559416210232e-13
3 77 2.215340310714374e-13
4 77 4.749735095698755e-15
5 77 2.445938660603091e-14
6 77 4.397167890378126e-15
7 77 1.534887266806228e-14
8 77 1.84638103439663e-15
9 77 1.712646529954446e-14
10 77 3.799315169219568e-16
11 77 1.698540897180153e-14
12 77 5.715275512396811e-15
13 77 1.491471163873054e-14
14 77 4.869582120325132e-14
15 77 2.492619276027695e-14
16 77 1.671792078224908e-15
1 78 3.171384331262679e-13
2 78 1.44006896713581e-13
3 78 9.465082827427873e-14
4 78 2.063977303998843e-15
5 78 1.043058657184731e-14
6 78 1.826526618018055e-15
7 78 6.551393786056092e-15
8 78 7.942902717341807e-16
9 78 7.35597616685099e-15
10 78 1.643386778339052e-16
11 78 7.384542593840306e-15
12 78 2.506520918802342e-15
13 78 6.642826933689869e-15
14 78 2.233789882268319e-14
15 78 1.09756821358433e-14
16 78 7.366845091692648e-16
1 79 2.891767118896422e-13
2 79 1.328732619667641e-13
3 79 8.957581586548602e-14
4 79 1.912341409149957e-15
5 79 9.589009492428037e-15
6 79 1.775074940428994e-15
7 79 6.152581714604069e-15
8 79 7.304604186147666e-16
9 79 6.941056999301492e-15
10 79 1.546186940169281e-16
11 79 6.986318039629308e-15
12 79 2.341584519483303e-15
13 79 6.177706180953437e-15
14 79 2.079562890632411e-14
15 79 9.909735974390674e-15
16 79 6.909043542612187e-16
1 80 2.295068015493429e-12
2 80 1.035494244487979e-12
3 80 6.737158935655465e-13
4 80 1.456495613174687e-14
5 80 7.067996414324742e-14
6 80 1.114996750539371e-14
7 80 4.738651394603369e-14
8 80 5.866468527679459e-15
9 80 5.800189616765981e-14
10 80 1.343618547509693e-15
11 80 5.757256687525312e-14
12 80 1.37679635438283e-14
13 80 4.796486809917805e-14
14 80 1.6015778055511e-13
15 80 9.479415887910704e-14
16 80 4.353198005249968e-15
1 81 3.621806957137258e-13
2 81 1.660154813435008e-13
3 81 1.122272798785486e-13
4 81 2.450355266561914e-15
5 81 1.278131542260938e-14
6 81 2.418452003718968e-15
7 81 7.866854767879993e-15
8 81 9.429482471158979e-16
9 81 8.703966582530853e-15
10 81 1.891943395972831e-16
11 81 8.861742811486024e-15
12 81 3.223182825939568e-15
13 81 7.917327530525952e-15
14 81 2.665878931837569e-14
15 81 1.27334802981682e-14
16 81 9.551777785625212e-16
1 82 1.168132195857628e-13
2 82 5.179115666362118e-14
3 82 3.408865677674184e-14
4 82 7.392795933302414e-16
5 82 3.767561050003705e-15
6 82 7.446832384952604e-16
7 82 2.267028269688865e-15
8 82 2.779712927247271e-16
9 82 2.475727029330797e-15
10 82 5.346875181957699e-17
11 82 2.431107451181384e-15
12 82 1.052068412871609e-15
13 82 2.14239631973408e-15
14 82 7.527698528870798e-15
15 82 3.331680126116903e-15
16 82 3.081873722918193e-16
1 83 1.667483171863339e-13
2 83 7.453991937488991e-14
3 83 4.970725710196077e-14
4 83 1.088177699792541e-15
5 83 5.662230685065245e-15
6 83 9.920607647022498e-16
7 83 3.511100852752264e-15
8 83 4.340980155655451e-16
9 83 4.106260279314887e-15
10 83 9.166623016799548e-17
11 83 4.07697841789613e-15
12 83 1.273239559710719e-15
13 83 3.583886903595351e-15
14 83 1.211256422947876e-14
15 83 6.354929463809242e-15
16 83 3.894845694513659e-16
1 84 2.208613924567436e-13
2 84 9.693998943175926e-14
3 84 6.308189975042647e-14
4 84 1.385813150417264e-15
5 84 7.158795666165704e-15
6 84 1.290949596963446e-15
7 84 4.471890035678832e-15
8 84 5.536718193204481e-16
9 84 5.185305282253764e-15
10 84 1.15467338421285e-16
11 84 5.075199563972584e-15
12 84 1.744421572496915e-15
13 84 4.429693428519939e-15
14 84 1.517220056235658e-14
15 84 7.609929424843311e-15
16 84 5.056035752819364e-16
1 85 4.552738917086516e-13
2 85 2.051408111955155e-13
3 85 1.399989869356131e-13
4 85 3.012895091228205e-15
5 85 1.561370814841918e-14
6 85 2.926986630964674e-15
7 85 9.614523249569859e-15
8 85 1.159625505277239e-15
9 85 1.05699705457582e-14
10 85 2.285508875291739e-16
11 85 1.046340209316512e-14
12 85 3.967726261106964e-15
13 85 9.129378445999277e-15
14 85 3.031834428999237e-14
15 85 1.44132899555548e-14
16 85 1.119535224531875e-15
1 86 4.994067355929824e-13
2 86 2.222004862500112e-13
3 86 1.499258720581767e-13
4 86 3.2115062029149e-15
5 86 1.617517576817841e-14
6 86 2.881523677394517e-15
7 86 9.895111483233699e-15
8 86 1.185777278309566e-15
9 86 1.093994931642939e-14
10 86 2.399012186691135e-16
11 86 1.062959108940938e-14
12 86 3.816339906102678e-15
13 86 9.238240583039614e-15
14 86 3.164432464314587e-14
15 86 1.490126932999375e-14
16 86 1.131966673310502e-15
1 87 3.221363232893387e-13
2 87 1.415111038923865e-13
3 87 9.716894091109804e-14
4 87 2.10051259138937e-15
5 87 1.084057302620488e-14
6 87 1.974319327311079e-15
7 87 6.567636140251655e-15
8 87 7.897732083388573e-16
9 87 7.255106519648026e-15
10 87 1.589135087944512e-16
11 87 7.183306806579296e-15
12 87 2.735105135714109e-15
13 87 6.412320634271847e-15
14 87 2.156298085126661e-14
15 87 9.900676557949197e-15
16 87 7.948114078098143e-16
1 88 2.391340027030669e-13
2 88 1.044676123965266e-13
3 88 7.065982649347649e-14
4 88 1.511718948923306e-15
5 88 7.491250551315448e-15
6 88 1.297067818647097e-15
7 88 4.746792205200943e-15
8 88 5.930715267079117e-16
9 88 5.438001254621383e-15
10 88 1.21659870807399e-16
11 88 5.319423868483056e-15
12 88 1.735135374626268e-15
13 88 4.669540882074114e-15
14 88 1.562984513407657e-14
15 88 8.095570419227804e-15
16 88 5.1271903222223e-16
1 89 2.29690175024977e-13
2 89 1.038756445069521e-13
3 89 6.95044129940869e-14
4 89 1.530282876503883e-15
5 89 7.866129188252761e-15
6 89 1.443434830250198e-15
7 89 4.892003104337363e-15
8 89 5.823504687817415e-16
9 89 5.408902552549749e-15
10 89 1.196484928044436e-16
11 89 5.43489906072861e-15
12 89 1.906942207912914e-15
13 89 4.941543891935702e-15
14 89 1.621342654203374e-14
15 89 7.572633987041802e-15
16 89 5.62502172361217e-16
1 90 3.530474439362814e-12
2 90 1.531085372761029e-12
3 90 9.943676112576349e-13
4 90 2.104447048973869e-14
5 90 1.053426796242841e-13
6 90 1.647689491977156e-14
7 90 6.87672827008465e-14
8 90 8.426606559244276e-15
9 90 8.074763921850515e-14
10 90 1.842568895905174e-15
11 90 8.013948140925394e-14
12 90 2.100394293513873e-14
13 90 6.708103524880997e-14
14 90 2.209294011887299e-13
15 90 1.218522251962586e-13
16 90 6.269661256138721e-15
1 91 4.026585103529555e-13
2 91 1.783304160598115e-13
3 91 1.167803019896188e-13
4 91 2.50462158258927e-15
5 91 1.32037925128726e-14
6 91 2.437358999781414e-15
7 91 8.237235141077297e-15
8 91 9.79143712070658e-16
9 91 8.917364486747753e-15
10 91 1.930151223474515e-16
11 91 8.916232613415914e-15
12 91 3.428976170992128e-15
13 91 7.775405142100503e-15
14 91 2.618171867224721e-14
15 91 1.225531428639015e-14
16 91 1.013026547964091e-15
1 92 2.568804199169951e-13
2 92 1.131154968017058e-13
3 92 7.703361000735682e-14
4 92 1.671469401328469e-15
5 92 8.455281189302713e-15
6 92 1.456138280597691e-15
7 92 5.238426809795328e-15
8 92 6.480266606171157e-16
9 92 6.022108109850081e-15
10 92 1.325173717393597e-16
11 92 5.98237002593145e-15
12 92 2.011302253523561e-15
13 92 5.143774014550657e-15
14 92 1.749894216157574e-14
15 92 8.836026981513317e-15
16 92 5.920023808292539e-16
1 93 6.264095221566072e-13
2 93 2.801940291479556e-13
3 93 1.873858982619122e-13
4 93 3.979168292500116e-15
5 93 2.023764446442623e-14
6 93 3.416677798847444e-15
7 93 1.265702632417101e-14
8 93 1.520645179799092e-15
9 93 1.426909577883988e-14
10 93 3.161962308820877e-16
11 93 1.407681518808668e-14
12 93 4.702674850176919e-15
13 93 1.24330152417245e-14
14 93 4.054141464031647e-14
15 93 2.044187667407173e-14
16 93 1.403516084885028e-15
1 94 2.951840851957539e-13
2 94 1.324484899309055e-13
3 94 8.818708461266338e-14
4 94 1.936217753931064e-15
5 94 1.021196624852214e-14
6 94 1.891755305450383e-15
7 94 6.283761405570174e-15
8 94 7.599681961380613e-16
9 94 6.963874300766632e-15
10 94 1.548033583697613e-16
11 94 7.114572607215466e-15
12 94 2.555500723232786e-15
13 94 6.446728011307831e-15
14 94 2.142568851632994e-14
15 94 9.848172690918726e-15
16 94 7.502517524860463e-16
1 95 1.161084579923795e-12
2 95 5.100165484434611e-13
3 95 3.401422460574677e-13
4 95 7.215565607378505e-15
5 95 3.622375559291173e-14
6 95 6.372799390026953e-15
7 95 2.239248018843546e-14
8 95 2.699060151035868e-15
9 95 2.513274280348405e-14
10 95 5.428993317735082e-16
11 95 2.469800511727132e-14
12 95 8.718983722672187e-15
13 95 2.109843158183984e-14
14 95 7.093491628625163e-14
15 95 3.292773012051187e-14
16 95 2.453395718739534e-15
1 96 4.622467590068313e-13
2 96 2.022381683179712e-13
3 96 1.37239891295097e-13
4 96 2.843558779308575e-15
5 96 1.479239842713807e-14
6 96 2.610715801612221e-15
7 96 9.369257415305747e-15
8 96 1.102215681871386e-15
9 96 1.045254241034191e-14
10 96 2.315544129332967e-16
11 96 1.051995002243904e-14
12 96 3.539784265337967e-15
13 96 9.084482098775962e-15
14 96 3.035744279198505e-14
15 96 1.432132396036314e-14
16 96 1.048957535480067e-15
1 97 4.788049231372991e-13
2 97 2.180188534716112e-13
3 97 1.428313163614333e-13
4 97 3.048559911727035e-15
5 97 1.577241376947716e-14
6 97 2.861373840506602e-15
7 97 9.820285162233766e-15
8 97 1.194377904756932e-15
9 97 1.101250802336044e-14
10 97 2.411913697188163e-16
11 97 1.122073656482636e-14
12 97 3.841511512480556e-15
13 97 9.917718690210915e-15
14 97 3.32447728740128e-14
15 97 1.59504458663257e-14
16 97 1.106411022652287e-15
1 98 3.918071989591041e-13
2 98 1.725349634161934e-13
3 98 1.122779429795827e-13
4 98 2.47389057565226e-15
5 98 1.24593057519063e-14
6 98 2.176123182420107e-15
7 98 7.882574823340295e-15
8 98 9.512984248704454e-16
9 98 8.954461398060848e-15
10 98 1.978048885669379e-16
11 98 8.882887067688071e-15
12 98 3.072835007565838e-15
13 98 7.800485382674694e-15
14 98 2.672082283283252e-14
15 98 1.250316257533218e-14
16 98 8.787823010215178e-16
1 99 7.989056031600614e-13
2 99 3.623506589505022e-13
3 99 2.407022157146401e-13
4 99 5.16845174182066e-15
5 99 2.603144827821251e-14
6 99 4.360289738440207e-15
7 99 1.693144067297581e-14
8 99 2.074446881026223e-15
9 99 1.960553972599997e-14
10 99 4.426470732835371e-16
11 99 1.939032516236825e-14
12 99 5.587449374459374e-15
13 99 1.684814570446158e-14
14 99 5.711131490494935e-14
15 99 2.880779966213409e-14
16 99 1.703906535405614e-15
1 100 3.581144974104063e-11
2 100 1.579892615519623e-11
3 100 1.07467363882209e-11
4 100 2.252392726216465e-13
5 100 1.055779906079656e-12
6 100 1.487452476046026e-13
7 100 7.530957564437262e-13
8 100 9.470012151802691e-14
9 100 9.377997944569179e-13
10 100 2.206717218856889e-14
11 100 9.367163875809557e-13
12 100 1.681224290658211e-13
13 100 7.758119699601375e-13
14 100 2.590655643866422e-12
15 100 1.566407077875531e-12
16 100 5.523162711047035e-14

# sampled_sequences
sequence_idx step_idx value
0 0 2028
0 1 8668
0 2 690
0 3 19780
0 4 856
0 5 9071
0 6 11
0 7 902
0 8 690
0 9 4358
0 10 279
0 11 220
0 12 605
0 13 3290
0 14 1392
0 15 323
1 0 14196
1 1 4077
1 2 6069
1 3 220
1 4 868
1 5 220
1 6 1544
1 7 220
1 8 3264
1 9 220
1 10 5332
1 11 220
1 12 777
1 13 220
1 14 2148
1 15 220
2 0 14196
2 1 4077
2 2 3487
2 3 220
2 4 220
2 5 914
2 6 220
2 7 2031
2 8 220
2 9 220
2 10 1272
2 11 220
2 12 220
2 13 5925
2 14 220
2 15 1544
3 0 16
3 1 220
3 2 1419
3 3 220
3 4 6086
3 5 220
3 6 23
3 7 220
3 8 1774
3 9 220
3 10 5925
3 11 220
3 12 19
3 13 220
3 14 2166
3 15 220
4 0 22
4 1 220
4 2 6365
4 3 220
4 4 6086
4 5 220
4 6 806
4 7 220
4 8 4370
4 9 220
4 10 4643
4 11 220
4 12 1758
4 13 220
4 14 3971
4 15 220
5 0 16
5 1 220
5 2 4331
5 3 220
5 4 975
5 5 220
5 6 6083
5 7 220
5 8 22
5 9 220
5 10 1627
5 11 220
5 12 2491
5 13 220
5 14 3080
5 15 220
6 0 16
6 1 220
6 2 4331
6 3 220
6 4 5932
6 5 220
6 6 1032
6 7 220
6 8 2096
6 9 220
6 10 1682
6 11 220
6 12 2790
6 13 220
6 14 3264
6 15 220
7 0 16
7 1 220
7 2 19
7 3 220
7 4 1032
7 5 220
7 6 5932
7 7 220
7 8 3534
7 9 220
7 10 18
7 11 220
7 12 1591
7 13 220
7 14 1399
7 15 220
8 0 14196
8 1 4077
8 2 2137
8 3 220
8 4 3080
8 5 220
8 6 3971
8 7 220
8 8 1419
8 9 220
8 10 4578
8 11 220
8 12 5728
8 13 220
8 14 806
8 15 220
9 0 16
9 1 220
9 2 975
9 3 220
9 4 5958
9 5 220
9 6 5925
9 7 220
9 8 2790
9 9 220
9 10 914
9 11 220
9 12 843
9 13 220
9 14 5538
9 15 220
10 0 14196
10 1 4077
10 2 16
10 3 198
10 4 1032
10 5 198
10 6 3534
10 7 198
10 8 3080
10 9 198
10 10 6028
10 11 198
10 12 3080
10 13 220
10 14 4103
10 15 198
11 0 2421
11 1 220
11 2 2618
11 3 220
11 4 777
11 5 220
11 6 3076
11 7 220
11 8 5958
11 9 220
11 10 2166
11 11 220
11 12 1313
11 13 220
11 14 5925
11 15 220
12 0 14196
12 1 4077
12 2 21
12 3 220
12 4 4044
12 5 220
12 6 1032
12 7 220
12 8 2397
12 9 220
12 10 914
12 11 220
12 12 2148
12 13 220
12 14 2983
12 15 220
13 0 16
13 1 220
13 2 6086
13 3 220
13 4 777
13 5 220
13 6 2148
13 7 220
13 8 2287
13 9 220
13 10 1544
13 11 220
13 12 2096
13 13 220
13 14 4578
13 15 220
14 0 16
14 1 220
14 2 1644
14 3 220
14 4 975
14 5 220
14 6 3080
14 7 220
14 8 18
14 9 220
14 10 3264
14 11 220
14 12 717
14 13 220
14 14 4578
14 15 220
15 0 16
15 1 220
15 2 22
15 3 220
15 4 1419
15 5 220
15 6 24391
15 7 220
15 8 2096
15 9 220
15 10 21
15 11 220
15 12 1591
15 13 220
15 14 1644
15 15 220
16 0 16
16 1 220
16 2 19
16 3 220
16 4 18
16 5 220
16 6 3534
16 7 220
16 8 4578
16 9 220
16 10 914
16 11 220
16 12 87736
16 13 220
16 14 806
16 15 220
17 0 16
17 1 220
17 2 975
17 3 220
17 4 5332
17 5 220
17 6 2790
17 7 220
17 8 3534
17 9 220
17 10 3391
17 11 220
17 12 914
17 13 220
17 14 5925
17 15 220
18 0 16
18 1 220
18 2 5538
18 3 220
18 4 806
18 5 220
18 6 2287
18 7 220
18 8 2983
18 9 220
18 10 777
18 11 220
18 12 2983
18 13 220
18 14 22
18 15 220
19 0 16
19 1 220
19 2 1490
19 3 220
19 4 18
19 5 220
19 6 843
19 7 220
19 8 4643
19 9 220
19 10 3264
19 11 220
19 12 1114
19 13 220
19 14 3080
19 15 220
20 0 16
20 1 220
20 2 2983
20 3 220
20 4 2148
20 5 220
20 6 5547
20 7 220
20 8 1987
20 9 220
20 10 4218
20 11 220
20 12 2131
20 13 220
20 14 1484
20 15 220
21 0 16
21 1 220
21 2 21
21 3 220
21 4 1313
21 5 220
21 6 6028
21 7 220
21 8 972
21 9 220
21 10 4161
21 11 220
21 12 2946
21 13 220
21 14 4370
21 15 220
22 0 16
22 1 220
22 2 975
22 3 220
22 4 22
22 5 220
22 6 5313
22 7 220
22 8 2421
22 9 220
22 10 2096
22 11 220
22 12 1135
22 13 220
22 14 806
22 15 220
23 0 14196
23 1 4077
23 2 1135
23 3 220
23 4 975
23 5 220
23 6 3080
23 7 220
23 8 2983
23 9 220
23 10 5925
23 11 220
23 12 777
23 13 220
23 14 1591
23 15 220
24 0 16
24 1 220
24 2 1544
24 3 220
24 4 6069
24 5 220
24 6 5925
24 7 220
24 8 2397
24 9 220
24 10 2970
24 11 220
24 12 717
24 13 220
24 14 1774
24 15 220
25 0 3391
25 1 220
25 2 1032
25 3 220
25 4 5925
25 5 220
25 6 1227
25 7 220
25 8 1187
25 9 220
25 10 4578
25 11 220
25 12 23
25 13 220
25 14 1927
25 15 220
26 0 24
26 1 220
26 2 975
26 3 220
26 4 2970
26 5 220
26 6 2287
26 7 220
26 8 914
26 9 220
26 10 5925
26 11 220
26 12 1484
26 13 220
26 14 18
26 15 220
27 0 14196
27 1 4077
27 2 845
27 3 220
27 4 5958
27 5 220
27 6 3174
27 7 220
27 8 2137
27 9 220
27 10 21
27 11 220
27 12 3080
27 13 220
27 14 3534
27 15 220
28 0 16
28 1 220
28 2 975
28 3 220
28 4 843
28 5 220
28 6 20
28 7 220
28 8 1691
28 9 220
28 10 3080
28 11 220
28 12 19
28 13 220
28 14 15
28 15 220
29 0 14196
29 1 4077
29 2 1032
29 3 220
29 4 5932
29 5 220
29 6 2137
29 7 220
29 8 1644
29 9 220
29 10 4767
29 11 220
29 12 2983
29 13 220
29 14 6069
29 15 220
30 0 14196
30 1 4077
30 2 5538
30 3 220
30 4 1032
30 5 220
30 6 2790
30 7 220
30 8 914
30 9 220
30 10 5925
30 11 220
30 12 2148
30 13 220
30 14 868
30 15 220
31 0 17
31 1 220
31 2 5332
31 3 220
31 4 5958
31 5 220
31 6 1419
31 7 220
31 8 2618
31 9 220
31 10 3971
31 11 220
31 12 5313
31 13 220
31 14 975
31 15 220
